"Population at the first day of the quarter by region, age, time,"
"marital status and sex"

" "," "," "," ","Total"
"All Denmark"
" ","Age, total"
" "," ","2008Q1"
" "," "," ","Total",5475791
" "," ","2008Q2"
" "," "," ","Total",5482266
" "," ","2008Q3"
" "," "," ","Total",5489022
" "," ","2008Q4"
" "," "," ","Total",5505995
" "," ","2009Q1"
" "," "," ","Total",5511451
" "," ","2009Q2"
" "," "," ","Total",5515287
" "," ","2009Q3"
" "," "," ","Total",5519441
" "," ","2009Q4"
" "," "," ","Total",5532531
" "," ","2010Q1"
" "," "," ","Total",5534738
" "," ","2010Q2"
" "," "," ","Total",5540241
" "," ","2010Q3"
" "," "," ","Total",5543819
" "," ","2010Q4"
" "," "," ","Total",5557709
" "," ","2011Q1"
" "," "," ","Total",5560628
" "," ","2011Q2"
" "," "," ","Total",5564219
" "," ","2011Q3"
" "," "," ","Total",5566856
" "," ","2011Q4"
" "," "," ","Total",5579204
" "," ","2012Q1"
" "," "," ","Total",5580516
" "," ","2012Q2"
" "," "," ","Total",5584758
" "," ","2012Q3"
" "," "," ","Total",5587085
" "," ","2012Q4"
" "," "," ","Total",5599665
" "," ","2013Q1"
" "," "," ","Total",5602628
" "," ","2013Q2"
" "," "," ","Total",5605836
" "," ","2013Q3"
" "," "," ","Total",5608784
" "," ","2013Q4"
" "," "," ","Total",5623501
" "," ","2014Q1"
" "," "," ","Total",5627235
" "," ","2014Q2"
" "," "," ","Total",5634437
" "," ","2014Q3"
" "," "," ","Total",5639719
" "," ","2014Q4"
" "," "," ","Total",5655750
" "," ","2015Q1"
" "," "," ","Total",5659715
" "," ","2015Q2"
" "," "," ","Total",5668743
" "," ","2015Q3"
" "," "," ","Total",5678348
" "," ","2015Q4"
" "," "," ","Total",5699220
" "," ","2016Q1"
" "," "," ","Total",5707251
" "," ","2016Q2"
" "," "," ","Total",5717014
" "," ","2016Q3"
" "," "," ","Total",5724456
" "," ","2016Q4"
" "," "," ","Total",5745526
" "," ","2017Q1"
" "," "," ","Total",5748769
" "," ","2017Q2"
" "," "," ","Total",5756170
" "," ","2017Q3"
" "," "," ","Total",5760694
" "," ","2017Q4"
" "," "," ","Total",5778570
" "," ","2018Q1"
" "," "," ","Total",5781190
" "," ","2018Q2"
" "," "," ","Total",5785864
" "," ","2018Q3"
" "," "," ","Total",5789957
" "," ","2018Q4"
" "," "," ","Total",5806015
" "," ","2019Q1"
" "," "," ","Total",5806081
" "," ","2019Q2"
" "," "," ","Total",5811413
" "," ","2019Q3"
" "," "," ","Total",5814461
" "," ","2019Q4"
" "," "," ","Total",5827463
" "," ","2020Q1"
" "," "," ","Total",5822763
" "," ","2020Q2"
" "," "," ","Total",5824857
" "," ","2020Q3"
" "," "," ","Total",5825337
" "," ","2020Q4"
" "," "," ","Total",5837213
" "," ","2021Q1"
" "," "," ","Total",5840045
" "," ","2021Q2"
" "," "," ","Total",5843347
" "," ","2021Q3"
" "," "," ","Total",5850189
" "," ","2021Q4"
" "," "," ","Total",5867412
" "," ","2022Q1"
" "," "," ","Total",5873420
" "," ","2022Q2"
" "," "," ","Total",5883562
" "," ","2022Q3"
" "," "," ","Total",5910577
" "," ","2022Q4"
" "," "," ","Total",5928364
" "," ","2023Q1"
" "," "," ","Total",5932654
" "," ","2023Q2"
" "," "," ","Total",5941388
" "," ","2023Q3"
" "," "," ","Total",5944145
" "," ","2023Q4"
" "," "," ","Total",5959464
" "," ","2024Q1"
" "," "," ","Total",5961249
" "," ","2024Q2"
" "," "," ","Total",5967824
" "," ","2024Q3"
" "," "," ","Total",5972420
" "," ","2024Q4"
" "," "," ","Total",5989985
" "," ","2025Q1"
" "," "," ","Total",5992734
" "," ","2025Q2"
" "," "," ","Total",5999677
" "," ","2025Q3"
" "," "," ","Total",6002420
" ","0 years"
" "," ","2008Q1"
" "," "," ","Total",64412
" "," ","2008Q2"
" "," "," ","Total",64832
" "," ","2008Q3"
" "," "," ","Total",65098
" "," ","2008Q4"
" "," "," ","Total",65538
" "," ","2009Q1"
" "," "," ","Total",65304
" "," ","2009Q2"
" "," "," ","Total",64980
" "," ","2009Q3"
" "," "," ","Total",64696
" "," ","2009Q4"
" "," "," ","Total",63725
" "," ","2010Q1"
" "," "," ","Total",63178
" "," ","2010Q2"
" "," "," ","Total",63579
" "," ","2010Q3"
" "," "," ","Total",63569
" "," ","2010Q4"
" "," "," ","Total",63587
" "," ","2011Q1"
" "," "," ","Total",63739
" "," ","2011Q2"
" "," "," ","Total",62515
